,<TICKER>,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<RETURN>,<LOG_CLOSE>,<LOG_RETURN>
5737516,LLY.US,2007-05-10,42.1842,42.2605,41.5918,41.65089198920757,8693285.4805923,0.9825395855283924,3.7293227846910306,-0.017614645436225918
5737517,LLY.US,2007-05-11,41.6433,41.6433,41.0678,41.455230177494386,10671796.981818,0.9953023380204226,3.724614054019162,-0.00470873067186892
5737518,LLY.US,2007-05-14,41.4532,42.0971,41.4532,42.00266256660646,6644655.3273688,1.0132053877585094,3.7377330107170366,0.013118956697874816
5737519,LLY.US,2007-05-15,41.9702,42.2724,41.9068,42.020203825460456,5747337.059245,1.0004176225453845,3.738150546082397,0.00041753536536064394
5737520,LLY.US,2007-05-16,42.0346,42.1842,41.7632,41.931973201230356,5554558.7152882,0.9979002809078085,3.7360486194894436,-0.002101926592953552
5737521,LLY.US,2007-05-17,41.6354,41.9702,41.6156,41.87073720839613,3932896.0567634,0.998539634838066,3.734587186955011,-0.0014614325344327731
5737522,LLY.US,2007-05-18,41.9286,42.2664,41.8494,42.11480401042555,4265351.458079,1.0058290543301083,3.740399318080268,0.005812131125257297
5737523,LLY.US,2007-05-21,42.1328,42.4814,41.9852,42.29743879138085,9599442.5226772,1.0043365933962338,3.744726535551968,0.004327217471700118
5737524,LLY.US,2007-05-22,42.5527,42.5597,42.1328,42.23067806592544,4364319.2787651,0.9984216366909427,3.7431469253153007,-0.0015796102366675221
5737525,LLY.US,2007-05-23,42.2189,42.3824,42.0574,42.14116554297206,4108154.3275282,0.9978803910556766,3.741025066820599,-0.002121858494702005
5737526,LLY.US,2007-05-24,42.4854,42.4854,41.9068,41.99465325463115,5499454.6731464,0.9965232976721655,3.737542306718432,-0.0034827601021669235
5737527,LLY.US,2007-05-25,41.567,42.205,41.567,42.10929934507074,2568023.2011295,1.002730016360522,3.740268603352694,0.00272629663426202
5737528,LLY.US,2007-05-29,42.0654,42.2317,41.7088,42.18597067198083,4513760.7788518,1.0018207694761625,3.7420877172374425,0.001819113884748749
5737529,LLY.US,2007-05-30,41.8573,42.0416,41.5096,42.021803305814096,7196027.8589536,0.9961084843242501,3.738188609912818,-0.00389910732462458
5737530,LLY.US,2007-05-31,42.0287,42.1258,41.4085,41.5883264392866,7588165.173575,0.9896844772849736,3.7278195134473924,-0.010369096465425635
5737531,LLY.US,2007-06-01,41.6592,41.8236,41.4382,41.812509735151565,5429479.3635316,1.0053905341969518,3.733195570717157,0.005376057269764733
5737532,LLY.US,2007-06-04,41.8088,42.0119,41.6651,41.96605879841538,6870939.4485435,1.0036723235279688,3.7368611677280135,0.003665597010856628
5737533,LLY.US,2007-06-05,41.9782,41.9979,41.6592,41.854947570640654,7441065.6053738,0.9973523549516896,3.734210011468556,-0.002651156259457875
5737534,LLY.US,2007-06-06,41.6711,41.9852,41.2442,41.35223095673661,8353532.7406556,0.9879890755314988,3.7221263730188023,-0.012083638449753421
5737535,LLY.US,2007-06-07,41.2035,41.252,40.2247,40.38775242590419,17156389.340437,0.9766765055108761,3.698526581230848,-0.023599791787954193
5737536,LLY.US,2007-06-08,40.2961,40.5388,40.0038,40.453823731289916,9861413.8498649,1.0016359242943005,3.700161168858592,0.0016345876277437752
5737537,LLY.US,2007-06-11,40.4804,40.9153,40.2801,40.661454842869595,6981268.6672347,1.0051325460099605,3.705280588250436,0.00511941939184419
5737538,LLY.US,2007-06-12,40.3495,40.6319,40.1405,40.27788837511687,6100034.0201163,0.9905668287267398,3.695802642819711,-0.009477945430725224
5737539,LLY.US,2007-06-13,40.2714,40.6567,39.9909,40.388393844321406,8041501.6099609,1.0027435765295185,3.6985424626128363,0.002739819793125686
5737540,LLY.US,2007-06-14,40.4684,40.9757,40.2881,40.710816619070506,6808858.0645083,1.0079830551319247,3.7064938217357217,0.007951359122885386
5737541,LLY.US,2007-06-15,41.143,41.3323,40.7904,40.94447765756466,6963287.2738393,1.0057395320924292,3.712216945468099,0.005723123732377475
5737542,LLY.US,2007-06-18,40.941,41.143,40.5774,40.73081423040908,4293018.5568373,0.9947816301640838,3.706984912386336,-0.005232033081763258
5737543,LLY.US,2007-06-19,40.7904,41.0678,40.7151,40.96100002620279,5809447.7174287,1.0056513919533152,3.712620395135435,0.005635482749099011
5737544,LLY.US,2007-06-20,40.8429,41.0896,40.2139,40.26594879974197,6791288.5280997,0.9830313902000392,3.69550616885271,-0.017114226282725107
5737545,LLY.US,2007-06-21,40.3842,40.3842,39.7928,40.29740135000697,5790025.8340329,1.0007811203064263,3.6962869842434434,0.000780815390733303
5737546,LLY.US,2007-06-22,40.192,40.2644,39.4232,39.57994143152975,8041875.1077186,0.982195876298681,3.678322460424203,-0.017964523819240415
5737547,LLY.US,2007-06-25,39.8919,39.9711,39.2242,39.36081418488261,8361945.5252824,0.9944636793607637,3.6727707575616386,-0.005551702862564317
5737548,LLY.US,2007-06-26,39.6075,39.7789,39.2826,39.63612958111681,7031978.5587307,1.0069946570449742,3.679741065469662,0.006970307908023789
5737549,LLY.US,2007-06-27,39.3044,40.0038,39.2956,39.953940196477866,7189256.4455535,1.0080182050750097,3.687727295546036,0.007986230076373798
5737550,LLY.US,2007-06-28,39.985,40.2187,39.7928,39.858625970588456,4816964.2395727,0.9976143973430232,3.6853388428053604,-0.0023884527406757648
5737551,LLY.US,2007-06-29,39.7354,40.0118,39.3798,39.64159891910295,6217660.5774284,0.9945550794539266,3.6798790446499003,-0.005459798155459707
5737552,LLY.US,2007-07-02,39.8919,40.2387,39.7928,40.240490176759344,5090577.5928104,1.0151076463610502,3.6948737070482895,0.014994662398389026
5737553,LLY.US,2007-07-03,40.407,40.4317,40.1118,40.289774313026065,2108608.8458285,1.0012247399584409,3.6960976976245505,0.001223990576261082
5737554,LLY.US,2007-07-05,40.3051,40.398,40.0118,40.12005695661263,3772074.9885104,0.9957875823504286,3.691876382749074,-0.0042213148754768745
5737555,LLY.US,2007-07-06,40.192,40.2564,39.8612,40.18340481967775,4669402.3417148,1.0015789574559584,3.693454094962326,0.0015777122132523526
5737556,LLY.US,2007-07-09,40.2714,40.3495,39.7146,39.75047942133415,7448183.2612898,0.9892262639194875,3.6826219019416753,-0.01083219302065086
5737557,LLY.US,2007-07-10,39.5115,39.7552,39.3133,39.3275897737423,5923980.3000731,0.9893613950385493,3.6719263024337354,-0.010695599507939897
5737558,LLY.US,2007-07-11,39.2172,39.5938,39.1202,39.554525329141555,4941633.7532493,1.005770390626653,3.677680108126841,0.005753805693105381
5737559,LLY.US,2007-07-12,39.5788,40.3664,39.4669,40.28247789113353,6052206.1180742,1.0184037744337602,3.695916582619996,0.01823647449315488
5737560,LLY.US,2007-07-13,40.5041,40.5388,40.096,40.37584590092437,4080019.8518462,1.002317831838527,3.6982317324298353,0.002315149809839385
5737561,LLY.US,2007-07-16,40.1772,40.6517,40.1772,40.36117852591328,5079800.6683232,0.9996367289728845,3.697868395403816,-0.00036333702601924484
5737562,LLY.US,2007-07-17,40.192,40.2881,39.8612,40.009197348711595,6056209.6102545,0.9912792145805231,3.6891093614010204,-0.008759034002795566
5737563,LLY.US,2007-07-18,39.8612,39.8998,39.5511,39.762587179443614,7638622.7017213,0.993836163042248,3.6829264495769425,-0.006182911824078088
5737564,LLY.US,2007-07-19,39.8681,40.0692,39.5868,39.99661606265255,6621626.6669787,1.0058856553310476,3.6887948521016005,0.00586840252465842
5737565,LLY.US,2007-07-20,39.5511,40.1028,39.5511,39.75176830265998,9668268.0648707,0.9938782881129488,3.6826543257123947,-0.006140526389205783
5737566,LLY.US,2007-07-23,40.0187,40.624,39.9365,40.553681909785844,8301038.1355503,1.0201730298139267,3.7026265756943104,0.019972249981915643
5737567,LLY.US,2007-07-24,41.2174,41.8088,40.5388,40.55855691118815,15378799.443736,1.0001202110677188,3.7027467795372577,0.00012020384294734771
5737568,LLY.US,2007-07-25,40.4317,41.6651,40.4317,41.457865855776845,10313357.24056,1.0221731001563474,3.7246776309065157,0.02193085136925792
5737569,LLY.US,2007-07-26,41.0678,41.2749,40.0355,40.226397721171914,11704664.652352,0.9702959110609082,3.694523439848957,-0.030154191057558982
5737570,LLY.US,2007-07-27,40.0692,40.1485,39.0192,39.035176243341226,8957493.7565119,0.9703870705478626,3.6644631945701627,-0.030060245278794178
5737571,LLY.US,2007-07-30,38.9716,39.0548,38.4822,38.85332157603412,8244782.3070804,0.9953412617846672,3.659793570611573,-0.004669623958589449
5737572,LLY.US,2007-07-31,39.1509,39.1895,38.2841,38.37240769068615,11663063.058875,0.9876223224723054,3.6473386515913826,-0.012454919020190554
5737573,LLY.US,2007-08-01,38.0215,38.821,37.9701,38.44748644195969,8806068.6804962,1.0019565817156624,3.6492933216941186,0.001954670102735808
5737574,LLY.US,2007-08-02,38.4684,38.9567,38.3534,38.73165796865175,7208713.6598181,1.007391160072871,3.6566573009928445,0.007363979298725903
5737575,LLY.US,2007-08-03,38.7556,39.2172,38.3663,38.400187899957636,7872254.6341869,0.9914418827884312,3.648062352809773,-0.008594948183071516
5737576,LLY.US,2007-08-06,38.4951,39.9137,38.396,39.88395444100265,10432520.185946,1.0386395646008453,3.6859740986783263,0.037911745868553476
5737577,LLY.US,2007-08-07,39.6075,40.6646,39.5938,40.09914704166743,10587614.625066,1.005395468019178,3.6913550633049366,0.005380964626609944
5737578,LLY.US,2007-08-08,40.2801,41.4462,40.1485,41.42495590680597,9462290.1082693,1.0330632684969803,3.723883498901824,0.032528435596887714
5737579,LLY.US,2007-08-09,41.2956,41.8642,40.8221,41.039170345449854,11941836.737887,0.9906871219797067,3.714526984904027,-0.00935651399779687
5737580,LLY.US,2007-08-10,41.4006,41.567,40.2961,40.55498943944867,11335834.60726,0.9882019811334986,3.702658817121551,-0.011868167782476203
5737581,LLY.US,2007-08-13,40.2187,40.5685,39.9365,40.38836849057231,5645830.4632607,0.995891480895954,3.6985418348642525,-0.004116982257298633
5737582,LLY.US,2007-08-14,40.4684,40.4684,39.1578,39.40249813833558,7540247.4301805,0.9755902407281726,3.67382921882019,-0.024712616044062358
5737583,LLY.US,2007-08-15,39.3351,39.7492,38.9409,39.14513777762894,7013127.0165054,0.9934684252809786,3.6672762200274334,-0.006552998792756543
5737584,LLY.US,2007-08-16,38.7061,39.1143,38.0761,38.89376510142305,12517053.568209,0.9935784444639368,3.6608339576090883,-0.006442262418344976
5737585,LLY.US,2007-08-17,39.3798,39.7631,38.9191,39.59061620589923,9625414.7491788,1.0179167818455994,3.678592125682418,0.017758168073329743
5737586,LLY.US,2007-08-20,39.5719,39.7215,38.9489,39.46076199206825,6850365.7788196,0.9967200759605345,3.675306810901391,-0.0032853147810272413
5737587,LLY.US,2007-08-21,39.359,39.4579,38.8705,39.21623118295203,4744260.3774204,0.9938031908971912,3.6690907218864965,-0.006216089014894415
5737588,LLY.US,2007-08-22,39.5719,39.6075,39.027,39.54541639249385,6597443.1919002,1.0083941062058233,3.6774497935023365,0.008359071615839793
5737589,LLY.US,2007-08-23,39.7096,39.7215,39.4005,39.6381411462597,3887805.7923394,1.002344766150533,3.679791814978295,0.0023420214759586446
5737590,LLY.US,2007-08-24,39.665,40.1554,39.3668,40.15824477560397,7894179.9620121,1.0131212921268218,3.6928277686415942,0.013035953663299273
5737591,LLY.US,2007-08-27,40.0187,40.1692,39.9454,40.00544775690261,4376583.1281089,0.9961951270640648,3.6890156387629514,-0.003812129878642971
5737592,LLY.US,2007-08-28,39.9137,40.0751,39.6016,39.79308163029707,7750238.9734961,0.9946915698107915,3.6836930687959915,-0.005322569966959744
5737593,LLY.US,2007-08-29,39.8205,39.985,39.4669,39.95753986352557,8362233.2195012,1.004132834816776,3.687817386908314,0.004124318112322576
5737594,LLY.US,2007-08-30,39.7552,40.3793,39.6729,40.208892089328074,6554587.8573014,1.0062904830142445,3.6940881674166337,0.006270780508319354
5737595,LLY.US,2007-08-31,40.3793,40.7726,40.3128,40.68686348548756,7971862.4483279,1.0118872063198763,3.705905275864547,0.011817108447913498
5737596,LLY.US,2007-09-04,40.6646,41.2956,40.4961,41.23609712011309,7903198.4186783,1.013499040908411,3.719314016457698,0.01340874059315125
5737597,LLY.US,2007-09-05,41.0629,41.0629,40.5101,40.641314747646746,6692745.6872947,0.9855761719947974,3.7047851538209264,-0.01452886263677158
5737598,LLY.US,2007-09-06,40.8567,40.927,40.516,40.75400749436583,4831950.5847335,1.002772861739804,3.707554178271495,0.002769024450568234
5737599,LLY.US,2007-09-07,40.3436,40.6646,39.7294,39.843771498871845,8420174.8351473,0.9776651168447711,3.684966094372183,-0.02258808389931189
5737600,LLY.US,2007-09-10,40.1613,40.1851,39.5788,39.82543277012983,6230895.520942,0.9995397341152171,3.684505722532545,-0.0004603718396380716
5737601,LLY.US,2007-09-11,39.9058,40.2564,39.6799,40.157673729426705,5734226.2784995,1.0083424318629393,3.692813548641676,0.008307826109131423
5737602,LLY.US,2007-09-12,40.0415,40.5308,39.9226,40.470825638668174,6128968.9923437,1.007798059004897,3.700581359931665,0.0077678112899885535
5737603,LLY.US,2007-09-13,40.7507,40.9231,40.4397,40.56809616235828,6705860.5058537,1.0024034726782833,3.7029819488891955,0.0024005889575307907
5737604,LLY.US,2007-09-14,40.3713,40.5536,40.1178,40.30614027300621,7039137.6022361,0.993542810382235,3.6965038214408543,-0.006478127448341242
5737605,LLY.US,2007-09-17,40.3128,40.3128,39.354,39.69161366056675,6181271.8013033,0.9847535236994395,3.6811399225713575,-0.015363898869496899
5737606,LLY.US,2007-09-18,39.8097,40.6071,39.6442,40.53248063031215,5744796.2650399,1.0211850033847525,3.7021036435615597,0.0209637209902021
5737607,LLY.US,2007-09-19,40.6517,41.143,40.2714,40.80752429918535,7747839.5027668,1.006785759583328,3.7088664835046847,0.006762839943125061
5737608,LLY.US,2007-09-20,40.8053,40.8944,40.4893,40.498967515211156,5186516.0438462,0.992438728169051,3.7012764803359537,-0.007590003168731387
5737609,LLY.US,2007-09-21,40.7844,41.1053,40.4893,40.87855259707404,6896886.43871,1.0093727100998393,3.710605539130526,0.009329058794572815
5737610,LLY.US,2007-09-24,41.0629,41.2689,40.615,40.808378052872314,4633274.0045665,0.9982833407803497,3.7088874047629785,-0.0017181343675476783
5737611,LLY.US,2007-09-25,40.624,41.143,40.398,40.58500779365235,6397392.7456573,0.9945263627255522,3.703398732245949,-0.005488672517029323
5737612,LLY.US,2007-09-26,40.8221,41.15,40.6567,40.71845049501306,7308218.5097124,1.003287980183204,3.706681318841749,0.003282586595800014
5737613,LLY.US,2007-09-27,40.8567,40.927,40.3208,40.69823917886964,5745355.5022229,0.9995036324836111,3.7061848280942242,-0.0004964907475249014
5737614,LLY.US,2007-09-28,40.5596,40.7369,40.2465,40.38092348382471,6103309.6963958,0.9922032082604281,3.6983574824553926,-0.007827345638831796
5737615,LLY.US,2007-10-01,40.4961,41.4948,40.4614,41.355801700966964,7937010.0602759,1.0241420485970996,3.7222127187851766,0.023855236329784098
5737616,LLY.US,2007-10-02,41.4085,41.5462,41.1133,41.43998225054245,4073474.5560074,1.002035519712184,3.7242461696341103,0.002033450848933532
5737617,LLY.US,2007-10-03,41.1747,41.9555,41.0272,41.76768914873445,5782015.8213125,1.0079079883821067,3.7321230537499317,0.007876884115821724
5737618,LLY.US,2007-10-04,41.7771,42.1475,41.7771,41.833417438487174,6864606.1379185,1.0015736635445325,3.733695480383473,0.0015724266335412423
5737619,LLY.US,2007-10-05,42.0654,42.4328,41.9555,42.188867291756594,5216543.2446513,1.0084967921588543,3.742156377986235,0.008460897602761619
5737620,LLY.US,2007-10-08,42.0416,42.1387,41.7859,41.856105176266276,3792785.9438966,0.9921125610415396,3.7342376686437486,-0.00791870934248614
5737621,LLY.US,2007-10-09,41.8147,41.9782,41.4948,41.53308216968115,5886059.1736883,0.992282535481388,3.7264902703880134,-0.0077473982557353435
5737622,LLY.US,2007-10-10,41.5156,41.7712,41.2827,41.42451077814367,6132633.3081819,0.99738590574391,3.7238727534213734,-0.0026175169666397763
5737623,LLY.US,2007-10-11,41.4382,41.7562,41.2749,41.39249223421918,7212120.5650396,0.9992270628349489,3.723099517386377,-0.0007732360349967211
5737624,LLY.US,2007-10-12,41.3897,41.6958,41.1293,41.5181428452238,4039541.7800019,1.003035589408186,3.7261305086959777,0.00303099130960118
5737625,LLY.US,2007-10-15,41.5799,41.7235,41.0182,41.09833652570665,7873737.52123,0.9898886055409041,3.7159676468560128,-0.010162861839965242
5737626,LLY.US,2007-10-16,41.0966,41.1053,40.4229,40.54855789290416,9181186.6108115,0.9866228495049036,3.70250021625218,-0.013467430603832837
5737627,LLY.US,2007-10-17,40.7013,41.0054,40.1485,40.3917918918505,8557065.8011249,0.9961338698784874,3.6986265933312827,-0.003873622920897214
5737628,LLY.US,2007-10-18,40.5041,40.7369,39.9226,40.1941041071217,11760699.410527,0.9951057436308319,3.6937203208668112,-0.004906272464471411
5737629,LLY.US,2007-10-19,40.0118,40.5536,39.6304,39.770822233065566,7943521.0346991,0.9894690556374128,3.68313353371208,-0.010586787154730931
5737630,LLY.US,2007-10-22,39.6075,40.1267,39.5313,39.78316485856329,7275870.5755432,1.0003103437345446,3.683443829299969,0.00031029558788893684
5737631,LLY.US,2007-10-23,40.0118,40.5229,39.8008,40.52400401584764,6227514.861509,1.018621926131774,3.7018944902894333,0.01845066098946387
5737632,LLY.US,2007-10-24,40.0751,40.2524,39.3935,39.8309256934195,8375487.3426294,0.9828970917543811,3.6846436380336884,-0.017250852255744673
5737633,LLY.US,2007-10-25,36.9903,37.5995,36.7426,37.19493524620649,32189973.891895,0.9338205075246718,3.61617260271442,-0.06847103531926861
5737634,LLY.US,2007-10-26,37.2528,37.4232,36.9042,37.37240406128819,13304428.22884,1.0047713166834937,3.62093257274447,0.004759970030050306
5737635,LLY.US,2007-10-29,37.3866,38.3029,37.3866,37.96779838657592,13814071.975819,1.0159313894902595,3.636738389591233,0.015805816846762938
5737636,LLY.US,2007-10-30,37.7234,38.3733,37.658,38.09151433536534,8256353.6713926,1.0032584441038634,3.6399915364701294,0.003253146878896222
5737637,LLY.US,2007-10-31,38.1821,38.599,37.8065,38.41038853117699,13695083.665872,1.008371265920389,3.6483279576718446,0.00833642120171531
5737638,LLY.US,2007-11-01,38.0622,38.297,37.3083,37.4334619417314,11424035.597992,0.9745660841557842,3.622565008735517,-0.02576294893632771
5737639,LLY.US,2007-11-02,37.658,37.9492,37.2528,37.36677490618697,16707971.970463,0.998218518082879,3.620781938092347,-0.0017830706431697354
5737640,LLY.US,2007-11-05,37.6352,37.6639,36.6297,37.0022239553379,17354044.353763,0.9902439814042203,3.6109780177389013,-0.00980392035344587
5737641,LLY.US,2007-11-06,37.027,37.341,36.8882,37.23350302577145,10128492.001797,1.0062504099946183,3.6172089749375225,0.006230957198620987
5737642,LLY.US,2007-11-07,36.9993,37.2905,36.493,36.559813734538295,8404751.3966647,0.981906368284315,3.598949651784631,-0.018259323152891346
5737643,LLY.US,2007-11-08,36.595,36.8645,36.2978,36.61625865935879,11756107.407016,1.0015439062471803,3.6004923674338514,0.001542715649220436
5737644,LLY.US,2007-11-09,36.2978,36.9389,36.076,36.537913211078354,9633400.5350178,0.9978603644624295,3.598350439605803,-0.0021419278280484016
5737645,LLY.US,2007-11-12,36.5446,37.5371,36.3524,37.24543042602345,9392492.4624525,1.019363919632131,3.617529264173718,0.019178824567914993
5737646,LLY.US,2007-11-13,37.1736,37.4876,36.7843,37.350530576940784,12022233.644394,1.0028218267238471,3.620347117018512,0.00281785284479419
5737647,LLY.US,2007-11-14,37.4153,38.0058,37.3083,37.62056574624953,9249986.91667,1.0072297545747706,3.6275508622034427,0.007203745184930774
5737648,LLY.US,2007-11-15,37.3866,37.5818,36.8517,36.9313349448933,8281491.0799332,0.9816794142330265,3.60906037619093,-0.01849048601251253
5737649,LLY.US,2007-11-16,37.1052,37.3083,36.4296,36.75170815004621,9519901.6326539,0.9951361954525847,3.6041847048520377,-0.004875671338892513
5737650,LLY.US,2007-11-19,36.4444,36.6594,35.7718,36.015354211576955,12191190.907042,0.9799640894114923,3.5839453534054693,-0.020239351446568295
5737651,LLY.US,2007-11-20,36.1384,36.1711,35.3756,35.721121584778075,8576380.6824603,0.9918303558790406,3.5757421548652393,-0.008203198540230154
5737652,LLY.US,2007-11-21,35.4925,35.6579,34.8199,34.82159719758668,8451644.5448594,0.9748181370773443,3.550237803408279,-0.02550435145696026
5737653,LLY.US,2007-11-23,35.4162,36.0482,35.1249,36.03259633399185,3999801.6185922,1.0347772426845803,3.5844239825021607,0.034186179093881996
5737654,LLY.US,2007-11-26,36.1157,36.1384,35.1102,35.23834259433859,7022165.6622396,0.9779573547159579,3.5621347680192237,-0.022289214482937383
5737655,LLY.US,2007-11-27,35.3469,36.2453,35.1686,36.11448971939118,9070303.2022043,1.0248634600990953,3.586694162076981,0.02455939405775764
5737656,LLY.US,2007-11-28,36.3107,37.1202,35.9017,37.0683214358155,8430614.6021992,1.0264113302952795,3.6127627352044773,0.02606857312749614
5737657,LLY.US,2007-11-29,36.8814,37.6699,36.7793,37.44943596782308,9281451.5791151,1.0102814078772757,3.622991648910508,0.01022891370603051
5737658,LLY.US,2007-11-30,37.2469,37.8065,37.2469,37.56645251322313,8355182.1875095,1.003124654414037,3.626111431737321,0.003119782826813162
5737659,LLY.US,2007-12-03,37.4619,37.5599,37.0339,37.25996451204137,6887829.6228147,0.9918414441429123,3.6179194127318017,-0.008192019005519077
5737660,LLY.US,2007-12-04,37.1132,37.2598,36.708,36.96505274730889,7684174.2863488,0.9920850229302506,3.6099729459608083,-0.00794646677099345
5737661,LLY.US,2007-12-05,37.3786,38.1553,37.1349,37.947109823499076,6855438.2821493,1.0265671763788213,3.6361933434579554,0.026220397497146886
5737662,LLY.US,2007-12-06,38.8369,38.8369,37.9057,38.259400448544014,9195940.7816904,1.008229628725283,3.644389293438305,0.00819594998034977
5737663,LLY.US,2007-12-07,38.6962,38.7636,38.1038,38.522831086018925,6241913.7047914,1.0068853833145976,3.6512510807509666,0.006861787312661781
5737664,LLY.US,2007-12-10,38.5436,38.9776,38.3792,38.863976683893924,6494450.6805125,1.008855673071204,3.660067772318661,0.008816691567694305
5737665,LLY.US,2007-12-11,38.8427,39.2539,38.3029,38.349749909859405,8054890.9998446,0.9867685497493718,3.646748006536706,-0.013319765781955184
5737666,LLY.US,2007-12-12,38.4534,38.8656,38.0622,38.36753828412568,10290621.321655,1.000463845900119,3.6472117448935695,0.0004637383568637937
5737667,LLY.US,2007-12-13,38.0978,38.4951,37.9404,38.43266654875357,7993754.4641908,1.001697483537922,3.648907789334643,0.0016960444410732034
5737668,LLY.US,2007-12-14,38.2177,38.4317,37.982,38.10378860793851,7090398.6552879,0.9914427498701432,3.6403137157175425,-0.00859407361710049
5737669,LLY.US,2007-12-17,37.9404,38.2534,37.5648,37.72674507504091,6765608.0336305,0.9901048282422223,3.630369261371752,-0.009944454345790218
5737670,LLY.US,2007-12-18,37.9264,38.4377,37.7164,37.94970478428683,13261739.454052,1.0059098580808505,3.636261724741206,0.005892463369453815
5737671,LLY.US,2007-12-19,37.871,38.1187,37.3866,37.72940215036822,8952765.4767912,0.9941948788489701,3.630439688379388,-0.005822036361817865
5737672,LLY.US,2007-12-20,37.9185,37.9492,37.6491,37.76694978455842,7833805.5636745,1.0009951823259895,3.6314343758397403,0.0009946874603523257
5737673,LLY.US,2007-12-21,38.0215,38.5149,37.8779,38.47089605126383,10578141.914371,1.0186392141997453,3.649902008701518,0.01846763286177771
5737674,LLY.US,2007-12-24,38.5079,38.6575,38.2365,38.655299237842726,2070813.9011186,1.0047933166498948,3.654683873987921,0.004781865286402873
5737675,LLY.US,2007-12-26,38.4534,38.5783,38.2841,38.53223056686678,3535941.6305222,0.9968162535693046,3.6514950486537328,-0.0031888253341883937
5737676,LLY.US,2007-12-27,38.4446,38.4446,37.8779,38.22531003953328,4750177.793245,0.9920347064569519,3.643497862692194,-0.007997185961538469
5737677,LLY.US,2007-12-28,38.1117,38.41,38.0978,38.34703213155772,4266393.2139867,1.003184332367705,3.64667713581096,0.0031792731187658793
5737678,LLY.US,2007-12-31,38.1414,38.197,37.6867,37.87568256036107,5512497.8205143,0.987708316784997,3.634309285062822,-0.012367850748138351
5737679,LLY.US,2008-01-02,37.9185,38.1494,37.0339,37.27577161922827,7833950.9249639,0.984161052670754,3.6183435611536017,-0.01596572390922016
5737680,LLY.US,2008-01-03,37.3935,37.7076,37.3242,37.59786104327996,6361491.5355238,1.0086407178191195,3.626947161630904,0.008603600477302803
5737681,LLY.US,2008-01-04,37.2667,37.4748,36.6594,36.7488098527753,8721717.7450269,0.9774175666661651,3.6041058401759463,-0.02284132145495776
5737682,LLY.US,2008-01-07,37.0339,38.821,37.0062,38.70158592805412,14626838.427248,1.0531384848407912,3.6558805792491547,0.05177473907320833
5737683,LLY.US,2008-01-08,38.8844,40.5863,38.5952,39.77047560781415,17196600.916584,1.0276187565477828,3.6831248181074616,0.0272442388583067
5737684,LLY.US,2008-01-09,39.7552,40.5229,39.7552,40.340820351228594,13502103.431236,1.014340908291838,3.697363868244643,0.014239050137181321
5737685,LLY.US,2008-01-10,40.1118,40.516,39.7711,40.335622651019136,8865012.6833674,0.9998711553170163,3.69723501526047,-0.00012885298417290343
5737686,LLY.US,2008-01-11,40.0118,40.5229,39.8761,40.3041128324629,7557350.5991188,0.9992188091695309,3.6964535191414414,-0.0007814961190286998
5737687,LLY.US,2008-01-14,40.5863,40.7983,40.3555,40.56277937593953,7843848.6155405,1.0064178696737938,3.7028508819830126,0.006397362841571184
5737688,LLY.US,2008-01-15,40.4317,40.516,39.8681,40.14829948603768,8295189.3625569,0.9897817680080447,3.6925800854743365,-0.010270796508676308
5737689,LLY.US,2008-01-16,39.9365,40.5536,39.6729,39.776321361799894,11242274.428431,0.9907348971438468,3.6832717945846793,-0.009308290889657083
5737690,LLY.US,2008-01-17,39.8097,39.9365,38.7993,38.90090103596236,13646020.19287,0.9779914206274927,3.661017413234355,-0.022254381350324055
5737691,LLY.US,2008-01-18,38.7913,39.0826,37.8779,38.101309145583805,14117014.997563,0.9794454146540368,3.640248642318815,-0.02076877091553997
5737692,LLY.US,2008-01-22,36.2453,37.5945,35.4994,37.01151390921299,15413281.362392,0.9713974332953561,3.611229050971161,-0.0290195913476543
5737693,LLY.US,2008-01-23,35.9908,37.0339,35.6154,37.02014742585722,12375622.080844,1.0002332656984907,3.611462289467439,0.00023323849627779263
5737694,LLY.US,2008-01-24,37.0339,37.4153,36.1561,36.407452370412926,18324769.063605,0.9834496862371664,3.594773489138157,-0.01668880032928141
5737695,LLY.US,2008-01-25,36.6842,36.708,35.7292,35.99245698093858,13427175.743245,0.9886013614670934,3.5833093881947256,-0.011464100943431532
5737696,LLY.US,2008-01-28,36.063,36.6227,35.855,36.46886067846133,9972955.4220881,1.0132362094028495,3.5964587643671964,0.013149376172470726
5737697,LLY.US,2008-01-29,37.5371,37.5371,36.8992,37.112085575123,13060795.641552,1.0176376471514383,3.613942673308042,0.017483908940845356
5737698,LLY.US,2008-01-30,37.0141,37.1349,36.3177,36.42790689735487,10373456.058119,0.9815645316838043,3.595335153903329,-0.018607519404712485
5737699,LLY.US,2008-01-31,35.9354,36.7239,35.7639,36.45723062931483,14055268.752057,1.0008049798755274,3.5961398099563255,0.0008046560529961712
5737700,LLY.US,2008-02-01,36.3374,37.2399,36.3316,36.6502313532365,10396956.133247,1.0052938942588383,3.601419740815779,0.005279930859453673
5737701,LLY.US,2008-02-04,36.6515,37.1479,36.4366,36.940701185810866,6818049.1377057,1.0079254569984786,3.609313956340019,0.007894215524239747
