,<TICKER>,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<RETURN>,<LOG_CLOSE>,<LOG_RETURN>
5733155,LLY.US,1990-01-19,11.5359,11.6399,11.5122,11.517909955223512,2770542.7703863,0.999723153001224,2.4439032113098267,-0.0002768853279806938
5733156,LLY.US,1990-01-22,11.5122,11.5548,11.2278,11.271178082497311,2188014.4690965,0.9785784162503974,2.4222488551969894,-0.021654356112837225
5733157,LLY.US,1990-01-23,11.3339,11.3339,11.0525,11.259185130737158,2202110.4763593,0.9989359628893828,2.4211842515970066,-0.001064603599983042
5733158,LLY.US,1990-01-24,11.009,11.2278,10.988,11.214029428092902,2878807.6568765,0.9959894342157157,2.4171656219260473,-0.004018629670959234
5733159,LLY.US,1990-01-25,11.1376,11.2517,11.0317,11.059819513577583,2448541.2684701,0.9862484831608344,2.403318677116332,-0.013846944809715498
5733160,LLY.US,1990-01-26,11.0714,11.0922,10.7236,10.853327155859052,3091974.9405854,0.9813295002269222,2.3844716832884623,-0.018846993827869717
5733161,LLY.US,1990-01-29,10.9356,11.0317,10.7236,10.897136879243492,2038007.6751063,1.0040365247223557,2.388500083101826,0.004028399813363785
5733162,LLY.US,1990-01-30,10.9149,10.9574,10.7236,10.874861568566516,2092707.9358884,0.9979558565773909,2.3864538475665125,-0.0020462355353136315
5733163,LLY.US,1990-01-31,10.9356,11.0714,10.9149,11.07910995348529,2644221.7909489,1.018781699760588,2.4050613489847565,0.018607501418244087
5733164,LLY.US,1990-02-01,11.0714,11.1139,11.009,11.040362227685463,4099699.1458586,0.996502631893491,2.401557850789453,-0.003503498195303312
5733165,LLY.US,1990-02-02,11.009,11.3794,10.988,11.276346345287534,4025826.3366704,1.0213746716579917,2.422707288041561,0.021149437252107994
5733166,LLY.US,1990-02-05,11.2932,11.3794,11.206,11.276315191471863,2647605.4787422,0.9999972372420359,2.4227045252797805,-2.7627617804926974e-06
5733167,LLY.US,1990-02-06,11.2705,11.2705,11.009,11.073638383163603,1428976.1748272,0.9820263264313912,2.404567363286025,-0.018137161993755736
5733168,LLY.US,1990-02-07,10.8742,11.2517,10.8287,11.232744752629761,1939317.454105,1.0143680300873887,2.4188331514091628,0.014265788123138085
5733169,LLY.US,1990-02-08,11.1793,11.2517,11.0525,11.16047035359362,1141941.1291972,0.9935657401082473,2.412378102444388,-0.006455048964775145
5733170,LLY.US,1990-02-09,11.1139,11.1376,10.9149,11.017116817162002,1783116.6540589,0.98715524239662,2.39945013765671,-0.012927964787678175
5733171,LLY.US,1990-02-12,11.0317,11.0525,10.8742,10.883299990621161,1262617.2452275,0.9878537344423555,2.3872295034007394,-0.012220634255970244
5733172,LLY.US,1990-02-13,10.791,10.9574,10.7692,10.924602904059562,2539329.4882645,1.003795072585888,2.3910173928665666,0.0037878894658273103
5733173,LLY.US,1990-02-14,10.9446,10.9574,10.8742,10.922006806921976,786665.0148916,0.9997623623338638,2.390779726960126,-0.00023766590644040426
5733174,LLY.US,1990-02-15,10.9149,11.0317,10.895,11.0109308749874,1768458.3812528,1.0081417334412452,2.3988884952975082,0.008108768337382005
5733175,LLY.US,1990-02-16,11.0317,11.0525,10.8098,10.92285789413531,2451359.66236,0.9920013137988035,2.390857647993322,-0.008030847304186108
5733176,LLY.US,1990-02-20,10.8098,10.8742,10.7236,10.81112735845697,1663566.0785683,0.9897709430296323,2.3805759146923573,-0.010281733300964966
5733177,LLY.US,1990-02-21,10.6969,10.791,10.6553,10.771122932848382,2106805.962058,0.9962996989784516,2.3768687506215205,-0.0037071640708365287
5733178,LLY.US,1990-02-22,10.791,10.8098,10.5284,10.528629306258196,2493657.7786826,0.9774866902827133,2.354098147327139,-0.02277060329438155
5733179,LLY.US,1990-02-23,10.4333,10.5671,10.3076,10.372340558547153,2835391.0661879,0.9851558314795882,2.3391427015518764,-0.014955445775262654
5733180,LLY.US,1990-02-26,10.3481,10.5889,10.3244,10.574080107148937,3512095.3128789,1.019449761359363,2.358405733645063,0.019263032093186264
5733181,LLY.US,1990-02-27,10.6107,10.6969,10.5671,10.568807989716902,4243497.8014453,0.9995014112453648,2.357907020553724,-0.0004987130913385842
5733182,LLY.US,1990-02-28,10.6107,10.6553,10.5671,10.590467179841077,2303049.7595334,1.0020493503283672,2.3599542738282837,0.0020472532745594964
5733183,LLY.US,1990-03-01,10.6969,10.8287,10.5889,10.778541116774319,2553433.5711546,1.0177587951257938,2.377557223926893,0.017602950098609193
5733184,LLY.US,1990-03-02,10.8287,10.9574,10.7236,10.854932588148863,1827662.823101,1.0070873665134197,2.384619593098983,0.007062369172090097
5733185,LLY.US,1990-03-05,10.9149,10.988,10.8098,10.860510452480144,1827662.823101,1.0005138552714157,2.3851333163919883,0.0005137232930056267
5733186,LLY.US,1990-03-06,10.8742,10.9574,10.8287,10.9616999649034,1414879.1581109,1.0093171967253296,2.3944073757789397,0.00927405938695106
5733187,LLY.US,1990-03-07,10.988,11.009,10.895,10.98876695178725,2016015.7233569,1.0024692325980926,2.3968735648313393,0.0024661890523994573
5733188,LLY.US,1990-03-08,11.0317,11.1139,10.988,11.095660628230656,3728076.952664,1.0097275405796116,2.4065540974898822,0.009680532658543309
5733189,LLY.US,1990-03-09,11.0525,11.0922,10.988,11.039452989118542,1386678.0585045,0.9949342683599114,2.4014754915343137,-0.005078605955568797
5733190,LLY.US,1990-03-12,10.8742,11.0714,10.8742,11.057413175707525,1726160.2649302,1.001626909105613,2.403101078656944,0.0016255871226304975
5733191,LLY.US,1990-03-13,10.8742,11.009,10.8098,10.857430561938466,2663396.3582619,0.9819141592530513,2.3848496900058334,-0.0182513886511107
5733192,LLY.US,1990-03-14,10.8742,10.9149,10.6315,10.832165994089042,1626348.5412026,0.9976730619914815,2.38252004046988,-0.0023296495359537194
5733193,LLY.US,1990-03-15,10.8514,11.0525,10.8287,11.040022653913152,3214348.9572327,1.019188836280531,2.401527092831731,0.019007052361851098
5733194,LLY.US,1990-03-16,11.1376,11.1566,11.0922,11.114037611230481,4672642.6871254,1.0067042396231944,2.408208958982873,0.006681866151141708
5733195,LLY.US,1990-03-19,11.009,11.1376,11.009,11.119628473195695,1998532.9999405,1.000503045082335,2.408711877580447,0.000502918597574046
5733196,LLY.US,1990-03-20,11.009,11.1566,11.009,11.121169024797267,5053852.6687033,1.000138543441922,2.4088504114261124,0.0001385338456657732
5733197,LLY.US,1990-03-21,11.1376,11.1566,10.9149,10.961941931383238,1286302.050327,0.9856825219489971,2.394429449345092,-0.01442096208102049
5733198,LLY.US,1990-03-22,10.8098,10.9149,10.7236,10.858608688862445,3368292.6194787,0.9905734546700199,2.3849581929341555,-0.009471256410936367
5733199,LLY.US,1990-03-23,10.8742,10.9149,10.8287,10.85147769364535,2695538.3639378,0.9993432864723812,2.384301263675754,-0.000656929258401489
5733200,LLY.US,1990-03-26,11.0922,11.0922,10.988,11.033968557320183,5310434.5241939,1.0168171440634024,2.4009785652286495,0.016677301552895495
5733201,LLY.US,1990-03-27,11.009,11.3993,10.988,11.381400550592051,4147633.0405076,1.0314874916914072,2.4319804923550725,0.031001927126422628
5733202,LLY.US,1990-03-28,11.3339,11.5122,11.2932,11.36141263277892,2294590.5400503,0.9982438085959385,2.430222757039019,-0.001757735316053421
5733203,LLY.US,1990-03-29,11.3993,11.4596,11.315,11.343473858236623,3833529.5019849,0.9984210788638604,2.4286425880932674,-0.001580168945751576
5733204,LLY.US,1990-03-30,11.3576,11.3794,11.1566,11.337386402482547,2055489.3890692,0.9994633517183402,2.428105795764381,-0.0005367923288863201
5733205,LLY.US,1990-04-02,11.1793,11.3576,11.1566,11.364629943849527,2180680.7901531,1.002402982521705,2.430505895740467,0.002400099976086058
5733206,LLY.US,1990-04-03,11.42,11.5359,11.3993,11.51653432648261,2988774.4817975,1.0133664169782575,2.443783770291349,0.013277874550882099
5733207,LLY.US,1990-04-04,11.5548,11.7331,11.5359,11.602123498004127,4028647.7589204,1.0074318513795164,2.45118814153162,0.007404371240270686
5733208,LLY.US,1990-04-05,11.7133,11.7955,11.6836,11.713736343089405,3455700.17984,1.009620035944668,2.4607621995680673,0.009574058036447721
5733209,LLY.US,1990-04-06,11.7955,11.7955,11.6399,11.723172701251816,1360173.8500619,1.000805580549709,2.4615674558119234,0.0008052562438558538
5733210,LLY.US,1990-04-09,11.6608,11.8609,11.6608,11.75873113597574,1837812.8770274,1.0030331750312036,2.4645960400485216,0.00302858423659836
5733211,LLY.US,1990-04-10,11.7133,11.8609,11.7133,11.825322052298118,2703435.3178778,1.0056631039142176,2.470243168873783,0.005647128825261276
5733212,LLY.US,1990-04-11,11.8609,11.8827,11.8162,11.867058670412863,1947215.4174984,1.0035294276071436,2.4737663826678196,0.0035232137940367243
5733213,LLY.US,1990-04-12,11.8827,12.057,11.8827,12.023337566685788,5147467.3580148,1.0131691348811278,2.4868495583420187,0.013083175674198828
5733214,LLY.US,1990-04-16,12.1006,12.1224,11.7331,11.798146552568971,8234928.0229999,0.9812705072224891,2.4679424473183604,-0.018907111023657934
5733215,LLY.US,1990-04-17,11.8162,11.9034,11.7509,11.88628901396773,2783510.2087491,1.0074708735822209,2.4753855521433605,0.0074431048250000265
5733216,LLY.US,1990-04-18,11.9223,11.9461,11.6836,11.717860088290665,1816951.5130848,0.9858299823032116,2.4611141811546324,-0.014271370988728181
5733217,LLY.US,1990-04-19,11.6399,11.7509,11.5548,11.560017653740676,2778995.933149,0.9865297559997566,2.447552390383262,-0.013561790771370251
5733218,LLY.US,1990-04-20,11.5122,11.5766,11.42,11.43974492317151,2070713.9652321,0.9895958004415116,2.4370936887775043,-0.01045870160575787
5733219,LLY.US,1990-04-23,11.42,11.42,11.315,11.33392798815487,4257600.8748819,0.9907500616729394,2.42780070411465,-0.009292984662854309
5733220,LLY.US,1990-04-24,11.42,11.4903,11.3339,11.42839263318882,2033494.4089596,1.0083346784215212,2.436100840900212,0.008300136785561962
5733221,LLY.US,1990-04-25,11.5122,11.5964,11.4596,11.563030741772439,2061128.1957557,1.0117810188103462,2.447813003776209,0.011712162875997242
5733222,LLY.US,1990-04-26,11.5766,11.7955,11.5548,11.773991810521128,3115661.7645916,1.018244444165194,2.465893015049613,0.01808001127340383
5733223,LLY.US,1990-04-27,11.7728,11.7955,11.5122,11.519416428374624,2784636.7587423,0.9783781587210705,2.4440339967254756,-0.021859018324137322
5733224,LLY.US,1990-04-30,11.4596,11.5964,11.3794,11.600921224296311,2847798.2579143,1.0070754275121891,2.4510845108466572,0.007050514121181516
5733225,LLY.US,1990-05-01,11.6399,11.7509,11.5766,11.736391185471103,2324480.4551931,1.01167751754844,2.4626943723805352,0.011609861533877639
5733226,LLY.US,1990-05-02,11.7133,11.8162,11.7133,11.796796616244295,2454745.3690601,1.0051468487901094,2.4678280214164636,0.005133649035928638
5733227,LLY.US,1990-05-03,11.7955,11.9223,11.7955,11.891303437548304,3098742.3161718,1.0080112274864408,2.4758073293830147,0.007979307966551129
5733228,LLY.US,1990-05-04,11.9223,11.9748,11.8609,11.948393344655768,4307786.8600639,1.0048009797586357,2.480596821192597,0.004789491809581834
5733229,LLY.US,1990-05-07,12.0155,12.1006,12.0155,12.058937846639177,2279362.9355272,1.0092518298314017,2.4898061150024575,0.009209293809860799
5733230,LLY.US,1990-05-08,12.0155,12.0798,12.0155,12.06021358953306,1976544.0765513,1.0001057923102439,2.4899119017170896,0.0001057867146320712
5733231,LLY.US,1990-05-09,11.9748,12.1006,11.9748,12.104656392900658,6287711.5960483,1.0036850759762803,2.493590204435774,0.0036783027186841235
5733232,LLY.US,1990-05-10,12.1451,12.2571,12.1224,12.225017796737143,3744994.3821769,1.0099433969812706,2.5034844911256955,0.009894286689921877
5733233,LLY.US,1990-05-11,12.3185,12.583,12.2997,12.58703007406931,7810293.3751062,1.0296124131147513,2.532666924602558,0.02918243347686228
5733234,LLY.US,1990-05-14,12.7396,12.8704,12.7208,12.744365976797933,6999377.2517584,1.0124998432356775,2.5450892897721427,0.012422365169584717
5733235,LLY.US,1990-05-15,12.7208,12.7603,12.583,12.5846497234992,4077709.213016,0.9874676972091426,2.5324777953432993,-0.012611494428843194
5733236,LLY.US,1990-05-16,12.697,12.7802,12.6257,12.682008760753591,2897422.9870065,1.0077363327063917,2.5401843560798083,0.007706560736509192
5733237,LLY.US,1990-05-17,12.697,12.7603,12.6257,12.677948507494602,3966055.5914653,0.9996798414718373,2.5398641462899625,-0.000320209789845808
5733238,LLY.US,1990-05-18,12.697,12.7396,12.6028,12.67587768878165,3166975.3092201,0.9998366597946247,2.539700792743123,-0.0001633535468395038
5733239,LLY.US,1990-05-21,12.6028,12.9803,12.6028,12.9689901265494,3038403.2487032,1.0231236404266633,2.562561133041679,0.022860340298556058
5733240,LLY.US,1990-05-22,12.9803,13.326,12.9376,13.33023908639147,4616811.8385365,1.0278548257279139,2.590035069993121,0.027473936951441676
5733241,LLY.US,1990-05-23,13.2854,13.6806,13.2636,13.579733874191305,3598372.2854334,1.0187164525844505,2.608578525045399,0.01854345505227831
5733242,LLY.US,1990-05-24,13.641,13.641,13.3072,13.373670441150903,2611515.5008231,0.9848256648510593,2.593287881571848,-0.015290643473550974
5733243,LLY.US,1990-05-25,13.326,13.4598,13.221,13.244354441759555,2653812.6076923,0.990330552860534,2.583571381767209,-0.009716499804639405
5733244,LLY.US,1990-05-29,13.2854,13.6103,13.2854,13.619699579438715,2948172.2471851,1.0283400100268907,2.6115172431681675,0.027945861400958578
5733245,LLY.US,1990-05-30,13.7034,13.7441,13.6103,13.707241273266996,3602323.2860369,1.0064275789137407,2.6179242532878777,0.006407010119710505
5733246,LLY.US,1990-05-31,13.7263,13.7897,13.6639,13.732485078272045,3140471.1007774,1.0018416400865637,2.619764199634525,0.001839946346646904
5733247,LLY.US,1990-06-01,13.6806,13.7034,13.4846,13.535292969705788,4733549.0674042,0.9856404643848286,2.6053005681741417,-0.014463631460382953
5733248,LLY.US,1990-06-04,13.5895,13.641,13.5063,13.575564622905377,2997801.0140908,1.0029753070945508,2.6082714578025823,0.0029708896284404976
5733249,LLY.US,1990-06-05,13.5707,13.7688,13.5499,13.647864307067826,2282748.6422273,1.0053257220727645,2.6135830483689944,0.005311590566411986
5733250,LLY.US,1990-06-06,13.641,13.641,13.5063,13.514235768821711,1860939.4543972,0.9902088315622458,2.6037436312425397,-0.009839417126454609
5733251,LLY.US,1990-06-07,13.5063,13.5499,13.3944,13.401686103596326,1856424.1693437,0.9916717698913433,2.5953805276676993,-0.008363103574840155
5733252,LLY.US,1990-06-08,13.3488,13.3736,13.1813,13.185486918366882,1958495.0497781,0.9838677623428721,2.579116748844023,-0.01626377882367644
5733253,LLY.US,1990-06-11,13.0655,13.5271,13.0655,13.4680539838589,1796649.3863252,1.0214301578122544,2.6003205095963264,0.02120376075230336
5733254,LLY.US,1990-06-12,13.3736,13.9026,13.3736,13.77374160466984,2893470.9769497,1.022697237565078,2.6227639973029993,0.0224434877066729
5733255,LLY.US,1990-06-13,13.6806,13.8322,13.5895,13.650185745171687,2217897.3180654,0.9910296081453812,2.6137531292432703,-0.009010868059729112
5733256,LLY.US,1990-06-14,13.6806,13.8095,13.6639,13.727095973829796,1774654.4062155,1.0056343723150665,2.619371687855032,0.005618558611762081
5733257,LLY.US,1990-06-15,13.641,13.7263,13.5895,13.686750535100652,3840860.152568,0.9970608904602939,2.61642825065115,-0.0029434372038821613
5733258,LLY.US,1990-06-18,13.6103,13.6639,13.4182,13.426292277191918,4180901.5961766,0.9809700441868382,2.597214894771036,-0.01921335588011385
5733259,LLY.US,1990-06-19,13.4182,13.5271,13.3488,13.508648375184874,3169236.4848338,1.0061339419917783,2.603330100718804,0.006115205947767622
5733260,LLY.US,1990-06-20,13.5895,13.6103,13.4598,13.531353736007036,1686685.5897644,1.0016808018235097,2.605009491575744,0.0016793908569402937
5733261,LLY.US,1990-06-21,13.5271,13.855,13.4419,13.863254060581632,3874130.7271438,1.024528242410174,2.629241746910826,0.024232255335081596
5733262,LLY.US,1990-06-22,13.8759,14.3147,13.8759,13.946005405736102,5709687.4758245,1.0059691140905918,2.6351931164178533,0.005951369507027682
5733263,LLY.US,1990-06-25,14.0324,14.2295,13.8759,13.90702490579071,3698755.3597848,0.9972048985489882,2.6323941013764918,-0.002799015041361737
5733264,LLY.US,1990-06-26,14.1245,14.1621,13.9026,13.927593969176234,3730897.3654607,1.0014790412417367,2.633872049914035,0.0014779485375430066
5733265,LLY.US,1990-06-27,13.9214,14.2918,13.9026,14.21664093734216,2895168.8775666,1.0207535464349138,2.6544131754678584,0.02054112555382341
5733266,LLY.US,1990-06-28,14.4267,14.7129,14.4267,14.696934636749702,3957027.0402652,1.0337839086971647,2.6876389439274155,0.03322576845955743
5733267,LLY.US,1990-06-29,14.6891,14.7129,14.5564,14.582529596016022,2791407.162689,0.9922157209267564,2.679824209200669,-0.00781473472674623
5733268,LLY.US,1990-07-02,14.5564,14.6891,14.4911,14.673461258478044,2196468.6413125,1.0062356576657911,2.686040505598339,0.006216296397669845
5733269,LLY.US,1990-07-03,14.6484,14.9081,14.6247,14.8742814205821,2366774.533702,1.0136859435252896,2.6996336424048044,0.013593136806465145
5733270,LLY.US,1990-07-05,14.9081,15.2152,14.9081,15.13261853484581,5158183.7152979,1.0173680399717486,2.7168525818834284,0.0172189394786241
5733271,LLY.US,1990-07-06,15.0379,15.3915,14.9953,15.178110387528575,5914957.8055933,1.0030062115540685,2.7198542838191937,0.003001701935765208
5733272,LLY.US,1990-07-09,15.1736,15.1934,14.9081,15.085528296251319,2796479.6660188,0.9939002887109499,2.7137358932938698,-0.006118390525323779
5733273,LLY.US,1990-07-10,14.9953,15.019,14.7545,14.875360098645167,2714711.9217973,0.9860682242292849,2.6997061594509573,-0.014029733842912829
5733274,LLY.US,1990-07-11,14.9953,15.2359,14.9318,15.24132314891215,3132578.1846511,1.0246019624291525,2.7240103672845537,0.02430420783359646
5733275,LLY.US,1990-07-12,15.1736,15.3499,15.1527,15.358790311176366,2780129.549316,1.0077071499053283,2.7316879688353377,0.007677601550784294
5733276,LLY.US,1990-07-13,15.3499,15.6759,15.3499,15.528350807921816,6654259.2670064,1.011039964301229,2.7426674375693856,0.010979468734047482
5733277,LLY.US,1990-07-16,15.4996,15.8542,15.4996,15.746649414130871,3383520.2240019,1.0140580676537583,2.756627607029474,0.01396016946008869
5733278,LLY.US,1990-07-17,15.7808,15.8323,15.3915,15.598330177453134,3770932.2872629,0.9905809018301609,2.7471638686194613,-0.009463738410012707
5733279,LLY.US,1990-07-18,15.0379,15.2152,14.8664,14.911121969409391,8970842.7682595,0.9559434759858412,2.702107375402919,-0.04505649321654232
5733280,LLY.US,1990-07-19,14.9081,15.0834,14.5118,15.021201981692379,7620817.9626707,1.0073824097548676,2.7094626685464016,0.0073552931434828425
5733281,LLY.US,1990-07-20,15.019,15.2578,14.9081,14.935520410319906,4065302.0212895,0.9942959577085176,2.703742296077398,-0.005720372469003931
5733282,LLY.US,1990-07-23,14.8664,14.8873,14.2484,14.742618089172346,5692779.1313922,0.9870843254303833,2.690742488978966,-0.012999807098432074
5733283,LLY.US,1990-07-24,14.604,14.7545,14.383,14.629914524198908,4144816.6655245,0.992355254386179,2.683068372513182,-0.00767411646578375
5733284,LLY.US,1990-07-25,14.5782,14.7337,14.4911,14.735267673463543,4700840.7583716,1.0072012142716469,2.6902437818518443,0.007175409338662517
5733285,LLY.US,1990-07-26,14.7129,14.7129,13.9432,13.9686516270445,9200920.4153075,0.9479740671559277,2.6368156494298143,-0.05342813242203024
5733286,LLY.US,1990-07-27,14.1245,14.3573,13.855,14.126564056206567,10793995.353574,1.0113047725276745,2.648057000545373,0.011241351115558783
5733287,LLY.US,1990-07-30,14.0759,14.5118,14.0512,14.52133434527675,5132807.0663018,1.027945244682251,2.6756189022320016,0.027561901686628604
5733288,LLY.US,1990-07-31,14.5326,14.7129,14.4267,14.610976912038685,4694632.6199681,1.006173163197712,2.6817730895120295,0.006154187280028004
5733289,LLY.US,1990-08-01,14.6484,14.8397,14.5326,14.84395996366746,4747647.0935739,1.0159457545536745,2.6975930460556317,0.015819956543601753
5733290,LLY.US,1990-08-02,14.604,14.7129,14.4691,14.494752557192493,14459481.148236,0.976474781168253,2.6737866913201818,-0.023806354735449533
5733291,LLY.US,1990-08-03,14.2067,14.2067,13.5499,14.03719980932001,10306770.557133,0.968433214291372,2.6417109349254835,-0.032075756394698667
5733292,LLY.US,1990-08-06,13.6806,13.9026,13.5063,13.77412111614074,5156485.814681,0.9812584634576051,2.6227915501824928,-0.018919384742990524
5733293,LLY.US,1990-08-07,13.9026,13.9214,13.2636,13.28542860166629,7281896.0028815,0.9645209657767716,2.586667840766361,-0.03612370941613185
5733294,LLY.US,1990-08-08,13.5063,13.7688,13.4419,13.753131550029584,8373088.8813534,1.0352042047258176,2.6212665472747534,0.03459870650839241
5733295,LLY.US,1990-08-09,13.641,13.7688,13.5895,13.686926566591278,3774878.2405993,0.9951861884547913,2.6164411120208504,-0.004825435253903087
5733296,LLY.US,1990-08-10,13.641,13.6639,13.1299,13.204172656691298,7064788.8225567,0.9647288302782054,2.580532889995375,-0.0359082220254754
5733297,LLY.US,1990-08-13,13.0655,13.3736,12.8704,13.307999191852613,4054020.3701029,1.007863160976519,2.588365297429794,0.007832407434419267
5733298,LLY.US,1990-08-14,13.326,13.3736,13.221,13.228763397702327,4175828.0833935,0.9940460024825674,2.582393504196886,-0.005971793232908093
5733299,LLY.US,1990-08-15,13.4182,13.4182,13.2002,13.269681840150616,3048548.2553626,1.0030931419073832,2.5854818721825845,0.003088367985698434
5733300,LLY.US,1990-08-16,13.1606,13.1606,12.5414,12.549791688679495,5114190.7267185,0.945749253060995,2.529704066928442,-0.05577780525414245
5733301,LLY.US,1990-08-17,12.4047,12.8247,12.3661,12.800506978360914,7978343.1391492,1.019977645518019,2.549484777825654,0.019780710897212245
5733302,LLY.US,1990-08-20,12.7603,12.8465,12.583,12.741656666963493,3497438.0495263,0.9954025015183455,2.54487667834332,-0.004608099482334363
5733303,LLY.US,1990-08-21,12.6257,12.6751,12.3185,12.58584836672826,4133534.0048845,0.9877717392402189,2.532573037259106,-0.012303641084213685
5733304,LLY.US,1990-08-22,12.6751,12.697,12.3661,12.374552271376094,2933510.9460189,0.9832116128213697,2.515642127709418,-0.01693090954968823
5733305,LLY.US,1990-08-23,12.1006,12.2571,11.9223,12.017089585268044,26281503.843297,0.9711130812437629,2.486329768779302,-0.029312358930116193
5733306,LLY.US,1990-08-24,12.1006,12.2383,11.8827,12.103040805273066,3988043.5054012,1.0071524156822789,2.493456727251491,0.007126958472189108
5733307,LLY.US,1990-08-27,12.583,12.8901,12.583,12.698271095106143,3737098.4376903,1.0491802266397174,2.541465849953828,0.048009122702336635
5733308,LLY.US,1990-08-28,12.697,12.9803,12.697,12.895264817108037,3410026.4513513,1.015513428601931,2.5568601755402782,0.015394325586450288
5733309,LLY.US,1990-08-29,12.9376,13.2636,12.9376,13.228814804897155,4070941.8374295,1.0258660828234096,2.582397390205986,0.025537214665707898
5733310,LLY.US,1990-08-30,13.2854,13.2854,13.0447,13.111923659793565,2810019.4644588,0.9911638988958922,2.5735220192611847,-0.008875370944801241
5733311,LLY.US,1990-08-31,13.1606,13.2002,12.9376,13.184905476561338,3623187.6783397,1.0055660648018845,2.5790726507663813,0.005550631505196641
5733312,LLY.US,1990-09-04,13.0873,13.1299,12.999,13.136370138489005,1603790.2860964,0.9963188709878418,2.5753847297254753,-0.0036879210409062366
5733313,LLY.US,1990-09-05,13.1299,13.2002,12.999,13.047384702977986,1797212.6613217,0.9932260255631581,2.568587707782686,-0.006797021942788832
5733314,LLY.US,1990-09-06,12.9595,13.0655,12.7603,12.84789651610811,2615459.4352528,0.9847104847897721,2.553180102697195,-0.015407605085491431
5733315,LLY.US,1990-09-07,12.8704,12.999,12.7603,12.914814593440644,2009809.6038601,1.0052084850814789,2.558375070536173,0.005194967838978318
5733316,LLY.US,1990-09-10,13.1299,13.221,13.0229,13.204503652389947,1970341.9948682,1.0224307563111619,2.580557957188807,0.022182886652634026
5733317,LLY.US,1990-09-11,13.2419,13.326,13.1091,13.243439010248991,2486325.1091927,1.0029486422878149,2.583502260757746,0.0029443035689383453
5733318,LLY.US,1990-09-12,13.2854,13.3072,13.1813,13.245839851882971,1660181.3813217,1.0001812853619156,2.5836835296894556,0.000181268931710091
5733319,LLY.US,1990-09-13,13.2419,13.2419,12.8704,12.890413636560176,2613207.3447198,0.973166955112154,2.556483906161614,-0.027199623527841707
5733320,LLY.US,1990-09-14,12.8,12.8,12.6454,12.78319204295163,4171313.8077935,0.9916820672608642,2.5481311863814633,-0.00835271978015052
5733321,LLY.US,1990-09-17,12.6751,12.9376,12.6454,12.785787075233564,2882195.3824834,1.0002030034652702,2.5483341692443187,0.00020298286285498426
5733322,LLY.US,1990-09-18,12.7396,12.9595,12.7208,12.966251392875401,3446117.4387239,1.014114447282749,2.5623499351870436,0.014015765942725208
5733323,LLY.US,1990-09-19,12.9803,13.0229,12.6028,12.626899936995056,3335026.0827165,0.973828098376466,2.5358294538979447,-0.026520481289098802
5733324,LLY.US,1990-09-20,12.6257,12.6257,12.2997,12.326225320354004,2433880.9767573,0.976187772284461,2.511729132460106,-0.024100321437838985
5733325,LLY.US,1990-09-21,12.2383,12.4988,12.2383,12.412636386554393,3419047.9363777,1.007010342903411,2.5187150171501513,0.006985884690045212
5733326,LLY.US,1990-09-24,12.3424,12.3859,12.1918,12.347987533439255,2415830.9405307,0.9947916904111389,2.513493097037788,-0.005221920112363111
5733327,LLY.US,1990-09-25,12.3661,12.7208,12.2997,12.676816869441536,2792531.6937755,1.0266301966301623,2.5397748819613843,0.026281784923596205
5733328,LLY.US,1990-09-26,12.6257,12.6751,12.4543,12.58743141429525,1837250.6114842,0.9929489038086716,2.532698809314464,-0.007076072646920299
5733329,LLY.US,1990-09-27,12.7603,12.7802,12.2571,12.28643091280771,2559068.3400275,0.9760872181479614,2.508495475609315,-0.02420333370514894
5733330,LLY.US,1990-09-28,12.057,12.6257,12.0342,12.547579205299897,2918287.3793093,1.0212550165581413,2.5295277549637607,0.021032279354445488
5733331,LLY.US,1990-10-01,12.6751,13.1091,12.6454,13.11677537329445,5373032.7483693,1.0453630264994966,2.5738919738327097,0.04436421886894909
5733332,LLY.US,1990-10-02,13.2002,13.2636,13.0229,13.024667012673746,3660971.5190623,0.9929778197766324,2.5668450220668566,-0.007046951765853177
5733333,LLY.US,1990-10-03,12.9803,13.0447,12.6257,12.762765991995735,2943668.066119,0.9798919219644413,2.5465320249578878,-0.020312997108968684
5733334,LLY.US,1990-10-04,12.7208,13.1813,12.6751,13.183350394091164,2766029.5042395,1.0329540165791022,2.578954699660354,0.03242267470246631
5733335,LLY.US,1990-10-05,12.8,13.3488,12.7802,13.181373834756396,3842549.9775578,0.9998500715466341,2.578804759966594,-0.0001499396937600034
5733336,LLY.US,1990-10-08,13.2854,13.3944,13.221,13.399424374002079,1884619.2122297,1.0165423226728256,2.5952117488701565,0.016406988903562222
5733337,LLY.US,1990-10-09,13.3488,13.3736,12.8247,12.84762742951129,2770542.7703863,0.958819354541722,2.553159158458237,-0.0420525904119191
5733338,LLY.US,1990-10-10,12.9376,13.221,12.8465,12.938102931495601,2647605.4787422,1.0070421953376767,2.560176673340309,0.007017514882072086
5733339,LLY.US,1990-10-11,12.9376,13.0873,12.7396,12.83328032814858,4326396.1334735,0.9918981473634865,2.5520418223429626,-0.008134850997346649
5733340,LLY.US,1990-10-12,12.9803,13.1091,12.8247,12.962988910053031,3284838.0786276,1.010107203971844,2.5620982901097893,0.01005646776682673
